,name,url,city,title,description,duration,location
0,2022,https://www.tripadvisor.co/Attraction_Review-g676524-d12900434-Reviews-Parque_Conscientia_Universalis-Villa_de_Leyva_Boyaca_Department.html,,Parque Conscientia Universalis,,,
1,1. Parque Conscientia Universalis,https://www.tripadvisor.co/Attraction_Review-g676524-d12900434-Reviews-Parque_Conscientia_Universalis-Villa_de_Leyva_Boyaca_Department.html,,Parque Conscientia Universalis,,,
2,2022,https://www.tripadvisor.co/Attraction_Review-g676524-d8741747-Reviews-Plaza_Mayor-Villa_de_Leyva_Boyaca_Department.html,,,,,
3,2. Plaza Mayor,https://www.tripadvisor.co/Attraction_Review-g676524-d8741747-Reviews-Plaza_Mayor-Villa_de_Leyva_Boyaca_Department.html,,,,,
4,3. Casa Terracota,https://www.tripadvisor.co/Attraction_Review-g676524-d3432743-Reviews-Casa_Terracota-Villa_de_Leyva_Boyaca_Department.html,,,,,
5,4. Viñedo Ain Karim,https://www.tripadvisor.co/Attraction_Review-g676524-d5888335-Reviews-Vinedo_Ain_Karim-Villa_de_Leyva_Boyaca_Department.html,,,,,
6,5. Pueblito Boyacense,https://www.tripadvisor.co/Attraction_Review-g317035-d5984782-Reviews-Pueblito_Boyacense-Boyaca_Boyaca_Department.html,,,,,
7,6. Museo El Fósil,https://www.tripadvisor.co/Attraction_Review-g676524-d2412924-Reviews-Museo_El_Fosil-Villa_de_Leyva_Boyaca_Department.html,,,,,
8,2022,https://www.tripadvisor.co/Attraction_Review-g6114717-d7352390-Reviews-El_Cocuy_National_Natural_Park-El_Cocuy_Boyaca_Department.html,,,,,
9,7. El Cocuy National Natural Park,https://www.tripadvisor.co/Attraction_Review-g6114717-d7352390-Reviews-El_Cocuy_National_Natural_Park-El_Cocuy_Boyaca_Department.html,,,,,
10,2022,https://www.tripadvisor.co/Attraction_Review-g312856-d3392724-Reviews-Pantano_de_Vargas_Monumento_a_los_14_lanceros-Paipa_Boyaca_Department.html,,,,,
11,8. Pantano de Vargas Monumento a los 14 lanceros,https://www.tripadvisor.co/Attraction_Review-g312856-d3392724-Reviews-Pantano_de_Vargas_Monumento_a_los_14_lanceros-Paipa_Boyaca_Department.html,,,,,
12,9. Centro de Investigaciones Paleontologicas - CIP,https://www.tripadvisor.co/Attraction_Review-g676524-d4945110-Reviews-Centro_de_Investigaciones_Paleontologicas_CIP-Villa_de_Leyva_Boyaca_Department.html,,,,,
13,10. Parque Zoológico Guátika,https://www.tripadvisor.co/Attraction_Review-g2501880-d3461041-Reviews-Biopark_Guatika-Tibasosa_Boyaca_Department.html,Boyaca,Parque Zoológico Guátika,Disfruta de un excelente espacio al aire libre con las mejores vistas. En nuestras 45 fanegadas podrás ver más de 500 animales la mayoría de ellos rescatados del tráfico ilegal de fauna y recibidos de circos podrás ver animales salvajes y exóticos además de conocer los animales de la granja. Una experiencia única.Trabajamos estrechamente con corporaciones ambientales así como con la policía ambiental.Si después de recorrer nuestras instalaciones para animales todavía tienes energía puedes disfrutar de nuestra área de atracciones para grandes y pequeños. Para los grandes ofrecemos 5 atracciones de aventura como buggies cabalgata guatikable (tirolínea de 500m) guatisky (péndulo extremo) y muro de escalada; para niños (menos de 1.20m) tenemos carrusel triciclos miniguatikable inflables ...Si después de un día caminando y jugando tiene hambre tenemos  restuarante con una variedad de platos a la carta en un ambiente rústico. El hotel está a su servicio también.Lo esperamos!,2-3 horas,Km. 1 - Via Las Antenas Tibasosa 152260 Colombia
14,11. Lago Tota,https://www.tripadvisor.co/Attraction_Review-g3347755-d8037097-Reviews-Lago_Tota-Tota_Boyaca_Department.html,,,,,
15,12. Puente de Boyaca,https://www.tripadvisor.co/Attraction_Review-g317035-d2484824-Reviews-Puente_de_Boyaca-Boyaca_Boyaca_Department.html,,,,,
16,13. Pozos Azules,https://www.tripadvisor.co/Attraction_Review-g676524-d2412927-Reviews-Pozos_Azules-Villa_de_Leyva_Boyaca_Department.html,,,,,
17,14. Páramo de Ocetá,https://www.tripadvisor.co/Attraction_Review-g7937889-d6885951-Reviews-Paramo_de_Oceta-Mongui_Boyaca_Department.html,,,,,
18,15. Monastério Del Santo Eccehomo,https://www.tripadvisor.co/Attraction_Review-g676524-d4604579-Reviews-Monasterio_Del_Santo_Eccehomo-Villa_de_Leyva_Boyaca_Department.html,,,,,
19,16. Casa Museo Antonio Nariño,https://www.tripadvisor.co/Attraction_Review-g676524-d3240775-Reviews-Casa_Museo_Antonio_Narino-Villa_de_Leyva_Boyaca_Department.html,Boyaca,Casa Museo Antonio Nariño,Al recorrer esta casa del siglo XVII declarada Monumento Nacional en 1961 se tiene la oportunidad de explorar las diferentes facetas de la vida de este gran hombre el espíritu de su época y conocer la arquitectura colonial. Antonio Nariño hoy es el Colombiano de todos los tiempos precursor de nuestra libertad quien estuvo desde la Insurrección Comunera hasta la creación de la República de Colombia en compañía del libertador Simón Bolívar y de Francisco Miranda. La Casa Museo Antonio Nariño del Ministerio de Cultura de Colombia es un espacio donde se promueve la historia y memoria relacionada con el prócer Antonio Nariño asumiendo como una de sus tareas principales la divulgación de los derechos del hombre por medio de servicios educativos y culturales dirigidos a los habitantes de todas las edades que residen en Villa de Leyva y a los turistas que visitan la población como exposiciones temporales una permanente con más de 150 piezas talleres conversatorios eventos etc.,< 1 hora,Carrera 9 No. 10-25 Villa de Leyva 154007 Colombia
20,17. Parque Gondava,https://www.tripadvisor.co/Attraction_Review-g676524-d3155354-Reviews-Parque_Gondava-Villa_de_Leyva_Boyaca_Department.html,,,,,
